location,ticket_number,issued_date,description,status,dayofweek,hourofday,lat,lon,count,amount
700 COMSTOCK AVE,230700277,2023/01/17 10:00:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700278,2023/01/17 10:02:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700279,2023/01/17 10:02:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Tuesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700280,2023/01/17 10:04:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700362,2023/01/19 09:37:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700363,2023/01/19 09:38:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700364,2023/01/19 09:41:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700365,2023/01/19 09:43:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700366,2023/01/19 09:44:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700367,2023/01/19 09:44:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700368,2023/01/19 09:45:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700369,2023/01/19 09:45:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Fourth Notice,Thursday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700370,2023/01/19 09:46:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700371,2023/01/19 09:48:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700372,2023/01/19 09:49:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700373,2023/01/19 09:52:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500428,2023/01/23 13:23:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500426,2023/01/23 13:21:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500427,2023/01/23 13:23:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500429,2023/01/23 13:24:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500430,2023/01/23 13:25:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500432,2023/01/23 13:29:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500431,2023/01/23 13:26:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500433,2023/01/23 13:30:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,397149D,2023/01/23 13:26:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,397148D,2023/01/23 13:25:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,13,43.039224,-76.130184,1,60
700 COMSTOCK AVE,397147D,2023/01/23 13:21:00+00,NO PARKING ANY TIME CO15-316 (A)14,Issued,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,397150D,2023/01/23 13:29:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,13,43.039224,-76.130184,1,60
700 COMSTOCK AVE,397152D,2023/01/23 13:34:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Fourth Notice,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,397151D,2023/01/23 13:32:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500442,2023/01/24 11:03:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500443,2023/01/24 11:03:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500444,2023/01/24 11:05:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500445,2023/01/24 11:06:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500447,2023/01/24 11:07:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500446,2023/01/24 11:07:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500449,2023/01/24 11:10:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500448,2023/01/24 11:08:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500450,2023/01/24 11:13:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Tuesday,11,43.039224,-76.130184,1,0
700 COMSTOCK AVE,23500451,2023/01/24 11:15:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Tuesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900408,2023/01/24 17:02:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900409,2023/01/24 17:03:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900410,2023/01/24 17:04:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900411,2023/01/24 17:05:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900412,2023/01/24 17:06:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900413,2023/01/24 17:07:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,17,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230900414,2023/01/24 17:08:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900415,2023/01/24 17:10:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900416,2023/01/24 17:10:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900417,2023/01/24 17:11:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900418,2023/01/24 17:12:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900419,2023/01/24 17:13:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900420,2023/01/24 17:14:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Tuesday,17,43.039224,-76.130184,1,0
700 COMSTOCK AVE,230900422,2023/01/24 17:16:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900421,2023/01/24 17:15:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900423,2023/01/24 17:18:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,17,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500511,2023/01/25 10:29:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500512,2023/01/25 10:31:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500514,2023/01/25 10:31:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500513,2023/01/25 10:31:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500515,2023/01/25 10:33:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Wednesday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500516,2023/01/25 10:33:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Third Notice,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500517,2023/01/25 10:36:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500518,2023/01/25 10:39:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500575,2023/01/26 09:32:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500577,2023/01/26 09:33:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500578,2023/01/26 09:37:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500576,2023/01/26 09:33:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Thursday,9,43.039224,-76.130184,1,0
700 COMSTOCK AVE,23500579,2023/01/26 09:38:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500580,2023/01/26 09:41:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500583,2023/01/26 09:46:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500581,2023/01/26 09:43:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500584,2023/01/26 09:47:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500582,2023/01/26 09:44:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500606,2023/01/26 11:42:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500607,2023/01/26 11:47:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500608,2023/01/26 11:48:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500610,2023/01/26 11:50:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500609,2023/01/26 11:50:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500611,2023/01/26 11:54:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23500656,2023/01/27 09:23:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500659,2023/01/27 09:27:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500657,2023/01/27 09:24:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500658,2023/01/27 09:25:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500660,2023/01/27 09:28:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500661,2023/01/27 09:29:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23500662,2023/01/27 09:30:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700605,2023/01/27 12:01:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700606,2023/01/27 12:02:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700610,2023/01/27 12:05:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700609,2023/01/27 12:04:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700607,2023/01/27 12:03:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700608,2023/01/27 12:04:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700611,2023/01/27 12:06:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,Friday,12,43.039224,-76.130184,1,0
700 COMSTOCK AVE,230700612,2023/01/27 12:06:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700613,2023/01/27 12:07:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700615,2023/01/27 12:09:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Friday,12,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700614,2023/01/27 12:08:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700618,2023/01/27 12:13:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700617,2023/01/27 12:11:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,Friday,12,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700616,2023/01/27 12:10:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700619,2023/01/27 12:13:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700620,2023/01/27 12:14:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100156,2023/01/30 09:54:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Monday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100155,2023/01/30 09:54:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Monday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100160,2023/01/30 11:31:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Monday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230900659,2023/02/06 10:08:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900661,2023/02/06 10:09:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Monday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230900660,2023/02/06 10:08:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Monday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230900662,2023/02/06 10:10:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230900663,2023/02/06 10:12:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100257,2023/02/06 13:52:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,13,43.039224,-76.130184,1,25
700 COMSTOCK AVE,415528D,2023/01/30 19:00:00+00,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,Monday,19,43.039224,-76.130184,1,25
700 COMSTOCK AVE,415527D,2023/01/30 19:00:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,19,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23501055,2023/02/15 09:08:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100449,2023/02/15 13:59:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,13,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100450,2023/02/15 14:00:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,14,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23501098,2023/02/16 09:27:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23501099,2023/02/16 09:29:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23501100,2023/02/16 09:32:00+00,PRKD 12 IN FROM CURB/ALL CO15-301,Adjudication Pending ,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700945,2023/02/28 10:08:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Tuesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700946,2023/02/28 10:10:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700947,2023/02/28 10:11:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700948,2023/02/28 10:13:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Tuesday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700987,2023/03/01 10:57:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Wednesday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230700988,2023/03/01 10:59:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Wednesday,10,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700989,2023/03/01 11:01:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700990,2023/03/01 11:01:00+00,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Paid In Full,Wednesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700991,2023/03/01 11:02:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230700992,2023/03/01 11:04:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Wednesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230701008,2023/03/02 09:35:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,Thursday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230701009,2023/03/02 09:37:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Thursday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100780,2023/03/03 09:57:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Friday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100781,2023/03/03 09:58:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100782,2023/03/03 09:59:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Friday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100783,2023/03/03 09:59:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,Friday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100784,2023/03/03 10:01:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Friday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100785,2023/03/03 10:03:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Friday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230701132,2023/03/08 11:17:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Wednesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230701130,2023/03/08 11:16:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Wednesday,11,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230701131,2023/03/08 11:16:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Wednesday,11,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230701139,2023/03/08 16:38:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,Wednesday,16,43.039224,-76.130184,1,60
700 COMSTOCK AVE,23501569,2023/03/13 09:07:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23501593,2023/03/13 10:49:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Monday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,23501594,2023/03/13 10:51:00+00,PRKD 12 IN FROM CURB/ALL CO15-301,Second Notice,Monday,10,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230100996,2023/03/20 09:38:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,Monday,9,43.039224,-76.130184,1,60
700 COMSTOCK AVE,230100997,2023/03/20 09:40:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Monday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101070,2023/03/23 09:30:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101071,2023/03/23 09:31:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101072,2023/03/23 09:33:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101073,2023/03/23 09:34:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101074,2023/03/23 09:36:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101075,2023/03/23 09:37:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
700 COMSTOCK AVE,230101076,2023/03/23 09:38:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Thursday,9,43.039224,-76.130184,1,25
